"","area","trait","completeness"
"17435","THA","Species genotype: chromosome cDNA content",0.0332133960697481
"17436","BZS","Species genotype: chromosome cDNA content",0.0286217008797654
"17437","AGE","Species genotype: chromosome cDNA content",0.0365785030951041
"17438","URU","Species genotype: chromosome cDNA content",0.0382364416699181
"17439","CHT","Species genotype: chromosome cDNA content",0.0689116226200625
"17440","ASS","Species genotype: chromosome cDNA content",0.0521930514070115
"17441","EHM","Species genotype: chromosome cDNA content",0.0558688524590164
"17442","NEP","Species genotype: chromosome cDNA content",0.0725464623410499
"17443","PHI","Species genotype: chromosome cDNA content",0.0279099956728689
"17444","GAL","Species genotype: chromosome cDNA content",0.065546218487395
"17445","ECU","Species genotype: chromosome cDNA content",0.0274434014356709
"17446","BAN","Species genotype: chromosome cDNA content",0.0653937947494033
"17447","JAW","Species genotype: chromosome cDNA content",0.04182156133829
"17448","LSI","Species genotype: chromosome cDNA content",0.056282722513089
"17449","ALG","Species genotype: chromosome cDNA content",0.194228634850166
"17450","TAI","Species genotype: chromosome cDNA content",0.0839240795792362
"17451","EAI","Species genotype: chromosome cDNA content",0.208213944603629
"17452","IRN","Species genotype: chromosome cDNA content",0.0950265333826978
"17453","LBS","Species genotype: chromosome cDNA content",0.146379044684129
"17454","PAR","Species genotype: chromosome cDNA content",0.0315848843767626
"17455","KGZ","Species genotype: chromosome cDNA content",0.134649910233393
"17456","POR","Species genotype: chromosome cDNA content",0.304429429429429
"17457","BZN","Species genotype: chromosome cDNA content",0.0348322198033181
"17458","ARI","Species genotype: chromosome cDNA content",0.133074577210979
"17459","MOL","Species genotype: chromosome cDNA content",0.0372064653857883
"17460","PUE","Species genotype: chromosome cDNA content",0.0779874213836478
"17461","ERI","Species genotype: chromosome cDNA content",0.0732104121475054
"17462","ETH","Species genotype: chromosome cDNA content",0.0407650695517774
"17463","SOM","Species genotype: chromosome cDNA content",0.0341090213579853
"17464","SUD","Species genotype: chromosome cDNA content",0.0441468253968254
"17465","SAU","Species genotype: chromosome cDNA content",0.1003861003861
"17466","YEM","Species genotype: chromosome cDNA content",0.0744320927984534
"17467","IOW","Species genotype: chromosome cDNA content",0.31795195954488
"17468","KAN","Species genotype: chromosome cDNA content",0.252449567723343
"17469","MSO","Species genotype: chromosome cDNA content",0.238185255198488
"17470","NEB","Species genotype: chromosome cDNA content",0.306685044796692
"17471","OKL","Species genotype: chromosome cDNA content",0.197016235190873
"17472","NEV","Species genotype: chromosome cDNA content",0.144676335337814
"17473","NWM","Species genotype: chromosome cDNA content",0.160369195269686
"17474","TEX","Species genotype: chromosome cDNA content",0.114285714285714
"17475","MXC","Species genotype: chromosome cDNA content",0.0449061662198391
"17476","MXG","Species genotype: chromosome cDNA content",0.0529336734693878
"17477","MXN","Species genotype: chromosome cDNA content",0.0605263157894737
"17478","AGS","Species genotype: chromosome cDNA content",0.0487106017191977
"17479","CLC","Species genotype: chromosome cDNA content",0.0301924353019244
"17480","CLN","Species genotype: chromosome cDNA content",0.0273972602739726
"17481","MXI","Species genotype: chromosome cDNA content",0.122605363984674
"17482","CHN","Species genotype: chromosome cDNA content",0.155684286748733
"17483","KOR","Species genotype: chromosome cDNA content",0.201438848920863
"17484","NSW","Species genotype: chromosome cDNA content",0.0755517826825127
"17485","NTA","Species genotype: chromosome cDNA content",0.0545770280327462
"17486","QLD","Species genotype: chromosome cDNA content",0.0524198463976594
"17487","SOA","Species genotype: chromosome cDNA content",0.0814136951719785
"17488","VIC","Species genotype: chromosome cDNA content",0.0886075949367089
"17489","MXT","Species genotype: chromosome cDNA content",0.0432279787118497
"17490","CLS","Species genotype: chromosome cDNA content",0.0507982583454282
"17491","PAK","Species genotype: chromosome cDNA content",0.117530755711775
"17492","CPP","Species genotype: chromosome cDNA content",0.0135853892983018
"17493","OFS","Species genotype: chromosome cDNA content",0.0406441717791411
"17494","NAT","Species genotype: chromosome cDNA content",0.0347688660608455
"17495","LES","Species genotype: chromosome cDNA content",0.0414381474710542
"17496","TVL","Species genotype: chromosome cDNA content",0.0332581736189402
"17497","SWZ","Species genotype: chromosome cDNA content",0.0476553564620663
"17498","PEI","Species genotype: chromosome cDNA content",0.376420454545455
"17499","RHO","Species genotype: chromosome cDNA content",0.312688821752266
"17500","WVA","Species genotype: chromosome cDNA content",0.267454954954955
"17501","VRG","Species genotype: chromosome cDNA content",0.207082371054657
"17502","SRL","Species genotype: chromosome cDNA content",0.054957507082153
"17503","SUL","Species genotype: chromosome cDNA content",0.0342009034200903
"17504","CRL","Species genotype: chromosome cDNA content",0.0453230472516876
"17505","JAM","Species genotype: chromosome cDNA content",0.0527172144484217
"17506","WAU","Species genotype: chromosome cDNA content",0.0336603192921716
"17507","MDG","Species genotype: chromosome cDNA content",0.00883871532335696
"17508","BUL","Species genotype: chromosome cDNA content",0.296305732484076
"17509","AND","Species genotype: chromosome cDNA content",0.0613938053097345
"17510","CBD","Species genotype: chromosome cDNA content",0.054047131147541
"17511","YAK","Species genotype: chromosome cDNA content",0.323417721518987
"17512","ZAI","Species genotype: chromosome cDNA content",0.015997457357771
"17513","TAN","Species genotype: chromosome cDNA content",0.020513349139264
"17514","MOZ","Species genotype: chromosome cDNA content",0.0315985130111524
"17515","MLW","Species genotype: chromosome cDNA content",0.0264886628522992
"17516","ZAM","Species genotype: chromosome cDNA content",0.0230071289695399
"17517","KEN","Species genotype: chromosome cDNA content",0.0290287148909462
"17518","ZIM","Species genotype: chromosome cDNA content",0.0317188983855651
"17519","BOT","Species genotype: chromosome cDNA content",0.0449756888168558
"17520","BEN","Species genotype: chromosome cDNA content",0.0284728213977567
"17521","BKN","Species genotype: chromosome cDNA content",0.0325112107623318
"17522","GHA","Species genotype: chromosome cDNA content",0.0209923664122137
"17523","GUI","Species genotype: chromosome cDNA content",0.01998001998002
"17524","IVO","Species genotype: chromosome cDNA content",0.0193582604083797
"17525","LBR","Species genotype: chromosome cDNA content",0.0202205882352941
"17526","MLI","Species genotype: chromosome cDNA content",0.0345199568500539
"17527","MTN","Species genotype: chromosome cDNA content",0.0771513353115727
"17528","NGR","Species genotype: chromosome cDNA content",0.0503261882572227
"17529","NGA","Species genotype: chromosome cDNA content",0.0190655772051121
"17530","SEN","Species genotype: chromosome cDNA content",0.0361388492629577
"17531","TOG","Species genotype: chromosome cDNA content",0.0281342546890424
"17532","BUR","Species genotype: chromosome cDNA content",0.0318311874105866
"17533","CMN","Species genotype: chromosome cDNA content",0.0133125619600623
"17534","CAF","Species genotype: chromosome cDNA content",0.0192516268980477
"17535","CON","Species genotype: chromosome cDNA content",0.0146501641828745
"17536","GAB","Species genotype: chromosome cDNA content",0.0110132158590308
"17537","GGI","Species genotype: chromosome cDNA content",0.0316390041493776
"17538","DJI","Species genotype: chromosome cDNA content",0.0793854033290653
"17539","SOC","Species genotype: chromosome cDNA content",0.0535714285714286
"17540","UGA","Species genotype: chromosome cDNA content",0.030668358714044
"17541","ANG","Species genotype: chromosome cDNA content",0.0213247172859451
"17542","EQG","Species genotype: chromosome cDNA content",0.0160951714485654
"17543","NAM","Species genotype: chromosome cDNA content",0.0297446696499079
"17544","UZB","Species genotype: chromosome cDNA content",0.11504907306434
"17545","BAH","Species genotype: chromosome cDNA content",0.0962962962962963
"17546","CAY","Species genotype: chromosome cDNA content",0.113718411552347
"17547","NLA","Species genotype: chromosome cDNA content",0.0805785123966942
"17548","TRT","Species genotype: chromosome cDNA content",0.0712062256809338
"17549","TCI","Species genotype: chromosome cDNA content",0.104218362282878
"17550","WIN","Species genotype: chromosome cDNA content",0.0757800891530461
"17551","TZK","Species genotype: chromosome cDNA content",0.115083025830258
"17552","NWC","Species genotype: chromosome cDNA content",0.0163438256658596
"17553","TKM","Species genotype: chromosome cDNA content",0.13819001126549
"17554","CNY","Species genotype: chromosome cDNA content",0.183046683046683
"17555","AFG","Species genotype: chromosome cDNA content",0.109564833222885
"17556","AZO","Species genotype: chromosome cDNA content",0.415129151291513
"17557","CYP","Species genotype: chromosome cDNA content",0.218692730604765
"17558","BLZ","Species genotype: chromosome cDNA content",0.0681567328918322
"17559","FRG","Species genotype: chromosome cDNA content",0.0608523290386521
"17560","SUR","Species genotype: chromosome cDNA content",0.0590171127687582
"17561","KAZ","Species genotype: chromosome cDNA content",0.16333081570997
"17562","RWA","Species genotype: chromosome cDNA content",0.0407597942223981
"17563","CHQ","Species genotype: chromosome cDNA content",0.177140255009107
"17564","CAB","Species genotype: chromosome cDNA content",0.00859291084854995
"17565","COM","Species genotype: chromosome cDNA content",0.0428441203281677
"17566","FIJ","Species genotype: chromosome cDNA content",0.0298245614035088
"17567","MOR","Species genotype: chromosome cDNA content",0.180351210251542
"17568","VAN","Species genotype: chromosome cDNA content",0.0435606060606061
"17569","GAM","Species genotype: chromosome cDNA content",0.0636704119850187
"17570","GNB","Species genotype: chromosome cDNA content",0.0330520393811533
"17571","SIE","Species genotype: chromosome cDNA content",0.0218291305984193
"17572","CHA","Species genotype: chromosome cDNA content",0.0460679385760819
"17573","CPV","Species genotype: chromosome cDNA content",0.0966666666666667
"17574","SIC","Species genotype: chromosome cDNA content",0.277094084954347
"17575","BAL","Species genotype: chromosome cDNA content",0.30142566191446
"17576","SAR","Species genotype: chromosome cDNA content",0.308066083576288
"17577","TUN","Species genotype: chromosome cDNA content",0.218151540383014
"17578","KRI","Species genotype: chromosome cDNA content",0.21634121274409
"17579","ALB","Species genotype: chromosome cDNA content",0.308296943231441
"17580","TUE","Species genotype: chromosome cDNA content",0.335142469470828
"17581","KRY","Species genotype: chromosome cDNA content",0.333630686886708
"17582","RUS","Species genotype: chromosome cDNA content",0.356643356643357
"17583","LBY","Species genotype: chromosome cDNA content",0.183606557377049
"17584","PAL","Species genotype: chromosome cDNA content",0.147090711962414
"17585","OMA","Species genotype: chromosome cDNA content",0.0739893211289092
"17586","WSA","Species genotype: chromosome cDNA content",0.120512820512821
"17587","FLA","Species genotype: chromosome cDNA content",0.123476587556126
"17588","KTY","Species genotype: chromosome cDNA content",0.229633158646975
"17589","LOU","Species genotype: chromosome cDNA content",0.171861471861472
"17590","MRY","Species genotype: chromosome cDNA content",0.240079365079365
"17591","MSI","Species genotype: chromosome cDNA content",0.182138143422789
"17592","DEL","Species genotype: chromosome cDNA content",0.259234828496042
"17593","WDC","Species genotype: chromosome cDNA content",0.295327102803738
"17594","NFK","Species genotype: chromosome cDNA content",0.0842696629213483
"17595","OGA","Species genotype: chromosome cDNA content",0.115942028985507
"17596","SWC","Species genotype: chromosome cDNA content",0.14828897338403
"17597","RUW","Species genotype: chromosome cDNA content",0.49771986970684
"17598","CPI","Species genotype: chromosome cDNA content",0.105263157894737
"17599","EGY","Species genotype: chromosome cDNA content",0.154981549815498
"17600","SIN","Species genotype: chromosome cDNA content",0.131578947368421
"17601","KUW","Species genotype: chromosome cDNA content",0.179063360881543
"17602","MDR","Species genotype: chromosome cDNA content",0.339598997493734
"17603","SEL","Species genotype: chromosome cDNA content",0.304347826086957
"17604","CVI","Species genotype: chromosome cDNA content",0.163461538461538
"17605","NNS","Species genotype: chromosome cDNA content",0.107951247823564
"17606","HAW","Species genotype: chromosome cDNA content",0.0509449465899754
"17607","MAU","Species genotype: chromosome cDNA content",0.0442571127502634
"17608","SCS","Species genotype: chromosome cDNA content",0.134615384615385
"17609","SCZ","Species genotype: chromosome cDNA content",0.0693877551020408
"17610","TAS","Species genotype: chromosome cDNA content",0.0581073602656336
"17611","ATP","Species genotype: chromosome cDNA content",0.076555023923445
"17612","MAQ","Species genotype: chromosome cDNA content",0.0408163265306122
"17613","MRN","Species genotype: chromosome cDNA content",0.0831556503198294
"17614","KER","Species genotype: chromosome cDNA content",0.140625
"17615","SEY","Species genotype: chromosome cDNA content",0.0752427184466019
"17616","REU","Species genotype: chromosome cDNA content",0.0441478439425051
"17617","ROD","Species genotype: chromosome cDNA content",0.109947643979058
"17618","MCI","Species genotype: chromosome cDNA content",0.0571428571428571
"17619","GST","Species genotype: chromosome cDNA content",0.132963988919668
"17620","LDV","Species genotype: chromosome cDNA content",0.142857142857143
"17621","XMS","Species genotype: chromosome cDNA content",0.117370892018779
"17622","SVA","Species genotype: chromosome cDNA content",0.551020408163265
"17623","WAK","Species genotype: chromosome cDNA content",0.136363636363636
"17624","ALD","Species genotype: chromosome cDNA content",0.0707070707070707
"17625","CGS","Species genotype: chromosome cDNA content",0.0192307692307692
"17626","MDV","Species genotype: chromosome cDNA content",0.125786163522013
"17627","CKI","Species genotype: chromosome cDNA content",0.173333333333333
"17628","GIL","Species genotype: chromosome cDNA content",0.0842105263157895
"17629","NRU","Species genotype: chromosome cDNA content",0.157894736842105
"17630","NUE","Species genotype: chromosome cDNA content",0.0684931506849315
"17631","PHX","Species genotype: chromosome cDNA content",0.0689655172413793
"17632","SAM","Species genotype: chromosome cDNA content",0.0338266384778013
"17633","TOK","Species genotype: chromosome cDNA content",0.131147540983607
"17634","TON","Species genotype: chromosome cDNA content",0.0595009596928983
"17635","TUV","Species genotype: chromosome cDNA content",0.0961538461538462
"17636","WAL","Species genotype: chromosome cDNA content",0.0618892508143322
"17637","COO","Species genotype: chromosome cDNA content",0.0719178082191781
"17638","LIN","Species genotype: chromosome cDNA content",0.14
"17639","PIT","Species genotype: chromosome cDNA content",0.0847457627118644
"17640","SCI","Species genotype: chromosome cDNA content",0.0524590163934426
"17641","TUA","Species genotype: chromosome cDNA content",0.12751677852349
"17642","TUB","Species genotype: chromosome cDNA content",0.0777479892761394
"17643","MCS","Species genotype: chromosome cDNA content",0.1
"17644","MRS","Species genotype: chromosome cDNA content",0.121951219512195
"17645","DSV","Species genotype: chromosome cDNA content",0.0357142857142857
"17646","CTM","Species genotype: chromosome cDNA content",0.0903954802259887
"17647","JNF","Species genotype: chromosome cDNA content",0.0292887029288703
"17648","EAS","Species genotype: chromosome cDNA content",0.125
"17649","MRQ","Species genotype: chromosome cDNA content",0.0607734806629834
"17650","FAL","Species genotype: chromosome cDNA content",0.0655737704918033
"17651","KZN","Species genotype: chromosome cDNA content",0.154255319148936
"17652","STH","Species genotype: chromosome cDNA content",0.0365853658536585
"17653","BER","Species genotype: chromosome cDNA content",0.193877551020408
"17654","TDC","Species genotype: chromosome cDNA content",0.0714285714285714
"17655","HMD","Species genotype: chromosome cDNA content",0.0909090909090909
"17656","KEG","Species genotype: chromosome cDNA content",0.09375
"17657","MPE","Species genotype: chromosome cDNA content",0.0833333333333333
"17658","CRZ","Species genotype: chromosome cDNA content",0.0909090909090909
"17659","SGE","Species genotype: chromosome cDNA content",0.173913043478261
"17660","ASC","Species genotype: chromosome cDNA content",0.161290322580645
"17661","ASP","Species genotype: chromosome cDNA content",0
"17662","SSA","Species genotype: chromosome cDNA content",0
"17663","HBI","Species genotype: chromosome cDNA content",0.0909090909090909
"17664","ANT","Species genotype: chromosome cDNA content",0
"17665","BOL","Species genotype: chromosome number",0.0249627925855771
"17666","AGW","Species genotype: chromosome number",0.0365808137364688
"17667","BZL","Species genotype: chromosome number",0.0139196983141083
"17668","MLY","Species genotype: chromosome number",0.0288919102651258
"17669","SUM","Species genotype: chromosome number",0.0294433987631084
"17670","BIS","Species genotype: chromosome number",0.0332929782082324
"17671","SOL","Species genotype: chromosome number",0.0298840321141838
"17672","BOR","Species genotype: chromosome number",0.0227079435278109
"17673","MXE","Species genotype: chromosome number",0.0435054493478649
"17674","MXS","Species genotype: chromosome number",0.0288495955329659
"17675","DEN","Species genotype: chromosome number",0.662597114317425
"17676","FIN","Species genotype: chromosome number",0.441988950276243
"17677","FOR","Species genotype: chromosome number",0.843575418994413
"17678","GRB","Species genotype: chromosome number",0.486531426671101
"17679","ICE","Species genotype: chromosome number",0.498727735368957
"17680","IRE","Species genotype: chromosome number",0.674982674982675
"17681","NOR","Species genotype: chromosome number",0.583856935717738
"17682","SWE","Species genotype: chromosome number",0.380849919311458
"17683","AUT","Species genotype: chromosome number",0.579889444590682
"17684","BGM","Species genotype: chromosome number",0.729770992366412
"17685","CZE","Species genotype: chromosome number",0.565205403915081
"17686","GER","Species genotype: chromosome number",0.564420100023815
"17687","HUN","Species genotype: chromosome number",0.666141111549074
"17688","NET","Species genotype: chromosome number",0.694054054054054
"17689","POL","Species genotype: chromosome number",0.650086956521739
"17690","SWI","Species genotype: chromosome number",0.610598392378684
"17691","COR","Species genotype: chromosome number",0.555300596603947
"17692","FRA","Species genotype: chromosome number",0.415915203290619
"17693","SPA","Species genotype: chromosome number",0.325351691110446
"17694","GRC","Species genotype: chromosome number",0.333396262035114
"17695","ITA","Species genotype: chromosome number",0.423147683559124
"17696","ROM","Species genotype: chromosome number",0.575014100394811
"17697","YUG","Species genotype: chromosome number",0.441078684891023
"17698","BLT","Species genotype: chromosome number",0.721198156682028
"17699","BLR","Species genotype: chromosome number",0.837052062204192
"17700","RUC","Species genotype: chromosome number",0.641573579407479
"17701","RUE","Species genotype: chromosome number",0.540157480314961
"17702","RUN","Species genotype: chromosome number",0.563655573164289
"17703","UKR","Species genotype: chromosome number",0.573971761817066
"17704","ALT","Species genotype: chromosome number",0.411358403683807
"17705","BRY","Species genotype: chromosome number",0.410171365395246
"17706","CTA","Species genotype: chromosome number",0.395029431000654
"17707","IRK","Species genotype: chromosome number",0.448296122209166
"17708","KRA","Species genotype: chromosome number",0.431711880261927
"17709","TVA","Species genotype: chromosome number",0.373011196228639
"17710","WSB","Species genotype: chromosome number",0.505538325210456
"17711","AMU","Species genotype: chromosome number",0.362056984016678
"17712","KAM","Species genotype: chromosome number",0.380910683012259
"17713","KHA","Species genotype: chromosome number",0.331004836109619
"17714","KUR","Species genotype: chromosome number",0.358340688437776
"17715","MAG","Species genotype: chromosome number",0.3256
"17716","PRM","Species genotype: chromosome number",0.29809619238477
"17717","SAK","Species genotype: chromosome number",0.358851674641148
"17718","NCS","Species genotype: chromosome number",0.369565217391304
"17719","TCS","Species genotype: chromosome number",0.272370066083229
"17720","TUR","Species genotype: chromosome number",0.16765563713165
"17721","CHC","Species genotype: chromosome number",0.0488148558200393
"17722","CHI","Species genotype: chromosome number",0.296909986565159
"17723","CHM","Species genotype: chromosome number",0.299193548387097
"17724","CHX","Species genotype: chromosome number",0.233198146002318
"17725","MON","Species genotype: chromosome number",0.276516435106743
"17726","JAP","Species genotype: chromosome number",0.140380629357452
"17727","ASK","Species genotype: chromosome number",0.342368045649073
"17728","ALU","Species genotype: chromosome number",0.408108108108108
"17729","GNL","Species genotype: chromosome number",0.554493307839388
"17730","NWT","Species genotype: chromosome number",0.408301158301158
"17731","NUN","Species genotype: chromosome number",0.466019417475728
"17732","YUK","Species genotype: chromosome number",0.373873873873874
"17733","ABT","Species genotype: chromosome number",0.337003058103976
"17734","BRC","Species genotype: chromosome number",0.290932531155995
"17735","MAN","Species genotype: chromosome number",0.406691449814126
"17736","SAS","Species genotype: chromosome number",0.387021110242377
"17737","LAB","Species genotype: chromosome number",0.489655172413793
"17738","NBR","Species genotype: chromosome number",0.403897254207263
"17739","NFL","Species genotype: chromosome number",0.429850746268657
"17740","NSC","Species genotype: chromosome number",0.40251572327044
"17741","ONT","Species genotype: chromosome number",0.331509347925217
"17742","QUE","Species genotype: chromosome number",0.359918200408998
"17743","COL","Species genotype: chromosome number",0.223068552774755
"17744","IDA","Species genotype: chromosome number",0.224159402241594
"17745","MNT","Species genotype: chromosome number",0.261979399910434
"17746","ORE","Species genotype: chromosome number",0.178320610687023
"17747","WAS","Species genotype: chromosome number",0.233508700930797
"17748","WYO","Species genotype: chromosome number",0.249341527655838
"17749","ILL","Species genotype: chromosome number",0.269917283413148
"17750","MIN","Species genotype: chromosome number",0.350642398286938
"17751","NDA","Species genotype: chromosome number",0.384547069271758
"17752","SDA","Species genotype: chromosome number",0.356297842727905
"17753","WIS","Species genotype: chromosome number",0.333683657383079
"17754","CNT","Species genotype: chromosome number",0.320162696106915
"17755","INI","Species genotype: chromosome number",0.283208020050125
"17756","MAI","Species genotype: chromosome number",0.364856619890177
"17757","MAS","Species genotype: chromosome number",0.309446254071661
"17758","MIC","Species genotype: chromosome number",0.32313095835424
"17759","NWH","Species genotype: chromosome number",0.37303664921466
"17760","NWJ","Species genotype: chromosome number",0.273833671399594
"17761","NWY","Species genotype: chromosome number",0.285296574770259
"17762","OHI","Species genotype: chromosome number",0.287726358148893
"17763","PEN","Species genotype: chromosome number",0.277496548550391
"17764","VER","Species genotype: chromosome number",0.353155339805825
"17765","UTA","Species genotype: chromosome number",0.176967240797028
"17766","CAL","Species genotype: chromosome number",0.104035087719298
"17767","CHS","Species genotype: chromosome number",0.074660030219536
"17768","ALA","Species genotype: chromosome number",0.150544734235721
"17769","ARK","Species genotype: chromosome number",0.201471941122355
"17770","GEO","Species genotype: chromosome number",0.152050683561187
"17771","NCA","Species genotype: chromosome number",0.18024861878453
"17772","SCA","Species genotype: chromosome number",0.165707710011507
"17773","TEN","Species genotype: chromosome number",0.204257060990585
"17774","IRQ","Species genotype: chromosome number",0.199613028055466
"17775","BZE","Species genotype: chromosome number",0.0218913409554197
"17776","BZC","Species genotype: chromosome number",0.0224063842848373
"17777","NZN","Species genotype: chromosome number",0.0644504748982361
"17778","NZS","Species genotype: chromosome number",0.0558482613277134
"17779","LEE","Species genotype: chromosome number",0.0733590733590734
"17780","GUY","Species genotype: chromosome number",0.0325027085590466
"17781","VEN","Species genotype: chromosome number",0.0232
"17782","NWG","Species genotype: chromosome number",0.012821474094624
"17783","VIE","Species genotype: chromosome number",0.0351767588379419
"17784","MYA","Species genotype: chromosome number",0.0404061998931053
"17785","WHM","Species genotype: chromosome number",0.138208341125865
"17786","NCB","Species genotype: chromosome number",0.0540540540540541
"17787","IND","Species genotype: chromosome number",0.0446521287642783
"17788","PER","Species genotype: chromosome number",0.0191754086362527
"17789","PAN","Species genotype: chromosome number",0.0339864054378249
"17790","ARU","Species genotype: chromosome number",0.0845070422535211
"17791","VNA","Species genotype: chromosome number",0.0798065296251512
"17792","CLM","Species genotype: chromosome number",0.0177433107312518
"17793","CUB","Species genotype: chromosome number",0.0329076620825147
"17794","COS","Species genotype: chromosome number",0.0336166194523135
"17795","ELS","Species genotype: chromosome number",0.0516898608349901
"17796","GUA","Species genotype: chromosome number",0.0372385443114496
"17797","HON","Species genotype: chromosome number",0.0462755635169428
"17798","NIC","Species genotype: chromosome number",0.0481866167205857
"17799","DOM","Species genotype: chromosome number",0.0447381799694967
"17800","HAI","Species genotype: chromosome number",0.0434313461019692
"17801","CHH","Species genotype: chromosome number",0.0648738563903521
"17802","LAO","Species genotype: chromosome number",0.0442531037244694
"17803","THA","Species genotype: chromosome number",0.0299843158963004
"17804","BZS","Species genotype: chromosome number",0.0274486803519062
"17805","AGE","Species genotype: chromosome number",0.0382667416994935
"17806","URU","Species genotype: chromosome number",0.0440889582520484
"17807","CHT","Species genotype: chromosome number",0.0789997158283603
"17808","ASS","Species genotype: chromosome number",0.0523502593931772
"17809","EHM","Species genotype: chromosome number",0.0577049180327869
"17810","NEP","Species genotype: chromosome number",0.0815128790348875
"17811","PHI","Species genotype: chromosome number",0.024881003894418
"17812","GAL","Species genotype: chromosome number",0.0638655462184874
"17813","ECU","Species genotype: chromosome number",0.0210933186085036
"17814","BAN","Species genotype: chromosome number",0.0625298329355609
"17815","JAW","Species genotype: chromosome number",0.0371747211895911
"17816","LSI","Species genotype: chromosome number",0.0503926701570681
"17817","ALG","Species genotype: chromosome number",0.284128745837958
"17818","TAI","Species genotype: chromosome number",0.0862108392407958
"17819","EAI","Species genotype: chromosome number",0.32043935052531
"17820","IRN","Species genotype: chromosome number",0.139454523016167
"17821","LBS","Species genotype: chromosome number",0.218798151001541
"17822","PAR","Species genotype: chromosome number",0.0297048317352886
"17823","KGZ","Species genotype: chromosome number",0.189792254424211
"17824","POR","Species genotype: chromosome number",0.463213213213213
"17825","BZN","Species genotype: chromosome number",0.0240972899932438
"17826","ARI","Species genotype: chromosome number",0.137510396451345
"17827","MOL","Species genotype: chromosome number",0.0329368709972553
"17828","PUE","Species genotype: chromosome number",0.0687631027253669
"17829","ERI","Species genotype: chromosome number",0.0873101952277657
"17830","ETH","Species genotype: chromosome number",0.0479134466769706
"17831","SOM","Species genotype: chromosome number",0.0372967803634045
"17832","SUD","Species genotype: chromosome number",0.0496031746031746
"17833","SAU","Species genotype: chromosome number",0.141891891891892
"17834","YEM","Species genotype: chromosome number",0.0990816819719671
"17835","IOW","Species genotype: chromosome number",0.324905183312263
"17836","KAN","Species genotype: chromosome number",0.246109510086455
"17837","MSO","Species genotype: chromosome number",0.234877126654064
"17838","NEB","Species genotype: chromosome number",0.314955203308063
"17839","OKL","Species genotype: chromosome number",0.191311978938131
"17840","NEV","Species genotype: chromosome number",0.151750972762646
"17841","NWM","Species genotype: chromosome number",0.166137871358523
"17842","TEX","Species genotype: chromosome number",0.111974789915966
"17843","MXC","Species genotype: chromosome number",0.043029490616622
"17844","MXG","Species genotype: chromosome number",0.0477040816326531
"17845","MXN","Species genotype: chromosome number",0.0590643274853801
"17846","AGS","Species genotype: chromosome number",0.059694364851958
"17847","CLC","Species genotype: chromosome number",0.0378234903782349
"17848","CLN","Species genotype: chromosome number",0.0342465753424658
"17849","MXI","Species genotype: chromosome number",0.10727969348659
"17850","CHN","Species genotype: chromosome number",0.171071687183201
"17851","KOR","Species genotype: chromosome number",0.228026274632468
"17852","NSW","Species genotype: chromosome number",0.0611205432937182
"17853","NTA","Species genotype: chromosome number",0.0458943190275366
"17854","QLD","Species genotype: chromosome number",0.0433987565524808
"17855","SOA","Species genotype: chromosome number",0.0653202903124014
"17856","VIC","Species genotype: chromosome number",0.0744424352019289
"17857","MXT","Species genotype: chromosome number",0.0379059411317476
"17858","CLS","Species genotype: chromosome number",0.0638606676342525
"17859","PAK","Species genotype: chromosome number",0.153558875219684
"17860","CPP","Species genotype: chromosome number",0.0109580262736302
"17861","OFS","Species genotype: chromosome number",0.0437116564417178
"17862","NAT","Species genotype: chromosome number",0.0347688660608455
"17863","LES","Species genotype: chromosome number",0.04448507007922
"17864","TVL","Species genotype: chromosome number",0.0330702743329575
"17865","SWZ","Species genotype: chromosome number",0.0446054136484941
"17866","PEI","Species genotype: chromosome number",0.474431818181818
"17867","RHO","Species genotype: chromosome number",0.343655589123867
"17868","WVA","Species genotype: chromosome number",0.271959459459459
"17869","VRG","Species genotype: chromosome number",0.212471131639723
"17870","SRL","Species genotype: chromosome number",0.0504249291784703
"17871","SUL","Species genotype: chromosome number",0.0305442030544203
"17872","CRL","Species genotype: chromosome number",0.038572806171649
"17873","JAM","Species genotype: chromosome number",0.0497884803123983
"17874","WAU","Species genotype: chromosome number",0.0215426043469898
"17875","MDG","Species genotype: chromosome number",0.00953881158659316
"17876","BUL","Species genotype: chromosome number",0.491464968152866
"17877","AND","Species genotype: chromosome number",0.0514380530973451
"17878","CBD","Species genotype: chromosome number",0.0463627049180328
"17879","YAK","Species genotype: chromosome number",0.400632911392405
"17880","ZAI","Species genotype: chromosome number",0.0163152876364022
"17881","TAN","Species genotype: chromosome number",0.0213380063910937
"17882","MOZ","Species genotype: chromosome number",0.0304832713754647
"17883","MLW","Species genotype: chromosome number",0.0264886628522992
"17884","ZAM","Species genotype: chromosome number",0.0234931950745301
"17885","KEN","Species genotype: chromosome number",0.0305978346147811
"17886","ZIM","Species genotype: chromosome number",0.0319088319088319
"17887","BOT","Species genotype: chromosome number",0.0465964343598055
"17888","BEN","Species genotype: chromosome number",0.0280414150129422
"17889","BKN","Species genotype: chromosome number",0.0347533632286996
"17890","GHA","Species genotype: chromosome number",0.0209923664122137
"17891","GUI","Species genotype: chromosome number",0.0193140193140193
"17892","IVO","Species genotype: chromosome number",0.0180323521612304
"17893","LBR","Species genotype: chromosome number",0.0183823529411765
"17894","MLI","Species genotype: chromosome number",0.0361380798274002
